ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
2714,F,S,1,12374.9,33.493333,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Singapore,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.63657091,
2715,F,M,2,69133.9,26.833333,M,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Singapore,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q1 2021,0.75714286,
3104,M,S,1,92647.5,56.046667,M,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.50329132,
3105,F,S,2,21021.6,62.753333,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.49110078,
3106,M,S,0,74460.7,55.34,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.4511865,
3108,F,S,2,28787.4,41.666667,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q1 2021,0.50270552,
3111,M,M,1,13091.6,59.126667,U,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.48738334,
3114,F,M,2,62061.8,45.92,M,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.49307062,
3115,F,M,1,20550.9,22.12,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.52776509,
3118,M,S,1,1765.41,18.766667,M,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.51345229,
3119,F,S,2,19131.1,56.186667,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.5432615,
3123,F,S,2,6440.46,52.0,M,Visitor,MEDIUM VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.16227528,
3125,M,M,2,28766.9,46.84,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,0.52331002,
3130,M,M,2,91272.2,25.033333,M,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.67054264,
3135,F,S,0,73228.3,42.0,M,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.47948512,
3138,M,M,1,64792.3,52.146667,M,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.61745224,
3140,F,S,0,93322.1,40.313333,S,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q1 2021,0.75570035,
3369,M,M,2,28766.9,46.84,U,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.4511865,
3374,M,M,2,91272.2,25.033333,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.51345229,
3379,F,S,0,73228.3,43.0,U,Visitor,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Department Store,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.5432615,
3382,M,M,1,64792.3,52.146667,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.67054264,
3384,F,S,0,93322.1,40.313333,U,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.46569764,
3387,M,M,2,49910.7,51.52,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.63657091,
3522,M,S,1,84978.1,21.64,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Equipment Rental Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.52060738,
3523,F,M,2,36647.9,49.986667,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Equipment Rental Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.5091954,
3524,F,S,0,64319.2,41.226667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Equipment Rental Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,,
3675,M,M,2,59613.1,34.32,M,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.52060738,
3676,F,M,2,80087.7,41.92,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.42589053,
3677,F,M,2,59691.3,38.04,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q1 2021,0.50270552,
3678,F,S,2,11251.1,43.0,U,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.48624404,
3679,M,M,2,45429.7,61.713333,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.5091954,
3680,M,M,1,67388.0,53.12,U,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.52776509,
3681,M,M,1,84166.1,54.013333,U,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.43522247,
3682,F,S,2,93559.1,57.62,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,-0.01317977,
3683,F,S,2,3416.62,22.76,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.36878049,
3684,F,D,1,93454.3,48.533333,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.62007343,
3690,M,S,2,60095.2,23.313333,S,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.50945871,
3692,F,M,2,11234.7,49.046667,S,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.42936844,
3694,F,M,1,82931.3,64.64,M,Repeat Buyer,HIGH VALUE,MARRIED MEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.4511865,
3695,F,M,2,57483.9,44.026667,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q1 2021,0.50270552,
3696,M,M,2,59613.1,34.32,U,Buyer,HIGH VALUE,MARRIED WOMEN,BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.48630723,
3697,F,S,2,21274.0,45.526667,M,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.49452018,
3698,F,M,2,28267.0,30.093333,U,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.52776509,
3699,M,M,2,45429.7,61.713333,M,Repeat Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.51345229,
3700,F,M,2,36725.1,55.793333,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.5432615,
3701,M,M,0,67388.0,53.12,M,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.38167937,
3702,M,M,0,84166.1,54.013333,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,0.36036872,
3703,M,M,0,67388.0,53.12,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.67054264,
3704,M,S,1,94188.3,57.546667,S,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.47269999,
3705,M,D,1,84166.1,33.0,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.62195508,
3706,M,M,2,59613.1,34.32,S,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q1 2021,0.75714286,
3770,F,S,0,433.74,60.746667,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.50579115,
3771,F,M,2,16962.2,45.36,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.4559692,
3773,M,M,2,10708.3,26.026667,S,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.4511865,
3776,F,M,0,2031.61,20.3,S,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q1 2021,0.50270552,
3779,F,S,2,16938.5,42.0,M,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.48651672,
3782,F,M,0,55221.0,46.0,S,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.49451482,
3783,F,M,1,8073.11,47.0,M,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.52776509,
3784,M,M,1,95448.6,53.68,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.51345229,
3785,M,S,1,24141.5,17.006667,U,Buyer,MEDIUM VALUE,MARRIED MEN,BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.5432615,
3786,M,S,2,63152.6,63.173333,U,Buyer,MEDIUM VALUE,MARRIED WOMEN,BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.32219457,
3788,M,S,2,72084.7,55.64,S,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,0.28581023,
3789,F,S,0,42760.5,48.0,U,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.66568984,
3790,F,S,1,49072.0,52.646667,M,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.4683235,
3791,F,M,0,27371.8,62.0,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.62156471,
3794,M,M,0,71472.9,41.913333,S,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q1 2021,0.75397746,
609,F,S,0,69350.5,57.42,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.50674683,
616,M,S,2,43634.5,21.78,M,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.46471037,
620,F,S,1,13109.1,62.606667,U,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.4511865,
621,M,S,1,92647.5,56.046667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q1 2021,0.50270552,
622,M,S,2,21021.6,62.753333,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.48694018,
623,M,S,0,74460.7,55.34,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.4932897,
626,F,S,2,28787.4,41.666667,U,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.52776509,
629,M,M,1,13091.6,59.126667,M,Repeat Buyer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.51345229,
632,F,M,2,62061.8,45.92,S,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.5432615,
633,F,M,1,20550.9,22.12,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.07519995,
636,M,M,2,1765.41,18.766667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,0.3530093,
639,F,S,2,19131.1,56.186667,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.67054264,
645,M,M,2,42750.3,50.493333,S,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.47894229,
647,F,S,2,2842.55,45.92,U,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.61912196,
648,M,M,2,22358.1,52.626667,U,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q1 2021,0.75599902,
758,F,S,2,57420.0,55.0,M,Product Viewer,LOW VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.50004863,
759,M,M,0,66666.0,45.486667,U,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.42589053,
761,M,M,2,47639.1,41.0,U,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.4859568,
762,F,M,2,63234.5,52.36,S,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.5091954,
766,F,M,2,18296.4,42.626667,U,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.52776509,
767,F,S,0,39461.0,22.226667,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.51345229,
769,F,S,1,70000.0,56.193333,U,Repeat Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.42029997,
771,M,M,1,47371.0,54.96,M,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,,
772,F,M,2,52957.0,39.746667,M,Visitor,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.67206877,
773,F,S,2,86747.1,64.853333,M,Repeat Buyer,LOW VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.36878049,
775,F,M,1,87404.6,63.186667,S,Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.63657091,
824,F,M,2,80087.7,41.92,U,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Direct Marketing,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.51132724,
825,F,M,2,59691.3,38.04,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Direct Marketing,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.36878049,
827,F,S,2,11251.1,52.0,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Direct Marketing,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.63657091,
1164,F,S,0,7325.5,36.92,U,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.52060738,
1166,M,M,2,28766.9,46.84,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.5091954,
1171,M,S,0,72928.2,38.733333,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,,
